name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
Killing Sarai 2019,https://www.imdb.com/title/tt10080270,5.9,88,"['عاشقانه', 'هیجان انگیز']",2019,['ایالات متحده'],['اسپانیایی'],['Matías Moltrasio'],"['Dalisa Alegria', 'Mónica Ayos', 'William Levy']",ویکتور (ویلیام لوی) یک راز عمیق دارد - او یک قاتل خونسرد است. ویکتور ساده و فریبنده فقط برای انجام یک کار بزرگ شد و آن کشتن برای پول است. وقتی او را به خانه یک قاچاقچی وحشی مواد مخدر می فرستند تا جمع آوری کند...
Kindred 2020,https://www.imdb.com/title/tt9742392,5.1,55,"['ترسناک', 'درام', 'معمایی']",2020,"['آلمان', 'امارات متحده عربی', 'انگلستان']",['انگلیسی'],['Joe Marcantonio'],"['Fiona Shaw', 'Jack Lowden', 'Tamara Lawrance']",زن باردار که دچار توهمات مرموز شده است، مشکوک است که خانواده دوست پسر متوفی او قصدی برای فرزند متولد نشده او دارند.
King 2022,https://www.imdb.com/title/tt14073780,5.2,86,"['خانوادگی', 'کمدی', 'ماجراجویی']",2022,"['بلژیک', 'فرانسه']",['فرانسوی'],['David Moreau'],['Lou Lambrecht'],اگر یک توله شیر در اتاق شما ظاهر شود چه می کنید؟ خواهر و برادر اینس و الکس، وقتی کینگ، توله قاچاق شده ای را پیدا می کنند که از فرودگاه فرار می کند و در خانه آنها پناه می گیرد، باید با این دوراهی روبرو شوند.
King of Killers 2023,https://www.imdb.com/title/tt14057604,6.9,,"['اکشن', 'هیجان انگیز']",2023,"['ایالات متحده آمریکا', 'کانادا']",['انگلیسی'],['Kevin Grevioux'],"['Frank Grillo', 'Marie Avgeropoulos', 'Stephen Dorff']",گاران بخشی از یک گروه قاتل بین‌المللی است که قرار است خطرناک‌ترین قاتل جهان را از بین ببرند، اما متوجه می‌شوند که آنها کسانی هستند که شکار می‌شوند.
King Richard 2021,https://www.imdb.com/title/tt9620288,6.3,73,"['درام', 'زندگی نامه', 'ورزشی']",2021,['ایالات متحده'],['انگلیسی'],['Reinaldo Marcus Green'],"['Jon Bernthal', 'Tony Goldwyn', 'Will Smith']",نگاهی به این که چگونه ونوس و سرنا ویلیامز فوق ستاره های تنیس پس از مربیگری پدرشان ریچارد ویلیامز به آن چیزی که هستند تبدیل شدند.
Kingdom II Harukanaru Daichi e 2022,https://www.imdb.com/title/tt12415670,6.9,88,"['اکشن', 'تاریخی', 'ماجراجویی']",2022,['ژاپن'],['ژاپنی'],['Shinsuke Sato'],"['Amane Okayama', 'Kanna Hashimoto', 'Kento Yamazaki', 'Nana Seino', 'Ryo Yoshizawa', 'Takao Osawa']",داستان مرد جوانی را دنبال می کند که آرزو دارد ژنرال شود و یانگ ژنگ که هدفش اتحاد است.
Knackningar 2021,https://www.imdb.com/title/tt10928086,6.0,,['هیجان انگیز'],2021,['سوئد'],['سوئدی'],['Frida Kempff'],"['Albin Grenholm', 'Cecilia Milocco', 'Ville Virtanen']",زنی پس از یک حمله عصبی از بخش روانپزشکی خارج می شود، اما شروع به شنیدن صداهای مرموز در آپارتمان خود می کند.
Knifecorp 2021,https://www.imdb.com/title/tt9500346,4.5,,['ترسناک'],2021,['ایالات متحده'],['انگلیسی'],['Zach Zorba Grashin'],"['Austin Kulman', 'Kane Hodder', 'Peter Gilroy']",والی بنکس ، دبیرستان ، خانه به خانه چاقو می فروشد و با یک راز تاریک در خانه مردی گرفتار می شود و باید قبل از اینکه دیر شود فرار کند.
Knuckle Girl 2023,https://www.imdb.com/title/tt29253563,5.3,,"['اکشن', 'جنایی']",2023,['ژاپن'],['ژاپنی'],['Hong-Seung Yoon'],"[""Ken'ichi Abe"", 'Narimi Arimori', 'Takahiro Araki']",یک زن بوکسور آینده دار زندگی خود را به خطر می اندازد تا خواهرش را از دست یک گروه تبهکار دنیای اموات نجات دهد.
Kona fer í stríð 2018,https://www.imdb.com/title/tt7279188,7.4,81,"['درام', 'کمدی', 'ماجراجویی']",2018,"['اوکراین', 'ایسلند', 'فرانسه']","['انگلیسی', 'اوکراینی', 'ایسلندی']",['Benedikt Erlingsson'],"['Halldóra Geirharðsdóttir', 'Jóhann Sigurðarson', 'Juan Camilo Román Estrada']",حلا به یک فعال محیط زیست مصمم تبدیل می شود ، اما این امید دیرینه او را تهدید می کند.
Koyla 1997,https://www.imdb.com/title/tt0136352,6.2,,"['اکشن', 'درام', 'موزیکال']",1997,['هند'],['هندی'],['Rakesh Roshan'],"['Amrish Puri', 'Madhuri Dixit', 'Shah Rukh Khan']",پس از اینکه عکسی از خودش برای او فرستاد ، دختری از روستا با ازدواج با پادشاهی موافقت می کند. اما مردی که در عکس است ، پادشاه نیست ، بلکه وفادارترین برده اش ، شانکار خوش تیپ اما بی صدا است.
Kundan 1993,https://www.imdb.com/title/tt0364466,6.1,81,"['اکشن', 'درام']",1993,['هند'],['هندی'],['K.C. Bokadia'],"['Amrish Puri', 'Dharmendra', 'Jaya Prada']","تاکور شمشر سینگ زندگی ثروتمندی دارد که عمدتاً از طریق فعالیت های مجرمانه مانند قاچاق و خرید و فروش مواد مخدر تأمین می شود. او هرگز دستگیر نشده است زیرا چندین سیاستمدار بلندپایه و مقامات پلیس را در ""دستمزد"" خود دارد."
Kyo Kii Main Jhuth Nahin Bolta 2001,https://www.imdb.com/title/tt0297241,5.4,,"['اکشن', 'درام', 'کمدی']",2001,['هند'],['هندی'],['David Dhawan'],"['Govinda', 'Rambha', 'Sushmita Sen']",راج یک وکیل است که با تعداد بیشمار فیبری که دارد موفقیت بزرگی می یابد. با این حال ، وقتی پسرش آرزو می کند که پدرش دیگر دروغ نگوید ، راج به طرز جادویی مجبور می شود حقیقت را بگوید ، که او را در دردسر می اندازد.
LA Confidential 1997,https://www.imdb.com/title/tt0119488,8.2,90,"['جنایی', 'درام', 'معمایی']",1997,['ایالات متحده'],['انگلیسی'],['Curtis Hanson'],"['Guy Pearce', 'Kevin Spacey', 'Russell Crowe']",با افزایش فساد در لس‌آنجلس دهه 1950، سه پلیس - یکی تنگ‌بند، یکی بی‌رحمانه، و دیگری بی‌رحم - به تحقیق درباره یک سری قتل‌ها با عدالت خاص خود می‌پردازند.
La fidélité 2000,https://www.imdb.com/title/tt0204761,5.6,,['درام'],2000,"['پرتغال', 'فرانسه']",['فرانسوی'],['Andrzej Zulawski'],"['Guillaume Canet', 'Pascal Greggory', 'Sophie Marceau']",عکاسی با استعداد که در پاریس با یک روزنامه رسوایی‌ساز شغل پردرآمدی پیدا می‌کند و در حالی که در مقابل پیشرفت‌های جنسی یک عکاس دیگر مقاومت می‌کند، با یک ناشر کتاب کودکان عجیب و غریب درگیر می‌شود.
La piel que habito 2011,https://www.imdb.com/title/tt1189073,7.6,70,"['ترسناک', 'درام', 'هیجان انگیز']",2011,['اسپانیا'],['اسپانیایی'],['Pedro Almodóvar'],"['Antonio Banderas', 'Elena Anaya', 'Jan Cornet']",یک جراح پلاستیک درخشان ، که توسط فاجعه های گذشته تسخیر شده است ، نوعی پوست مصنوعی ایجاد می کند که در برابر هر نوع آسیب مقاوم است. خوکچه هندی او: زنی مرموز و فرار که کلید وسواس او را در دست دارد.
Lady Bird 2017,https://www.imdb.com/title/tt4925292,7.4,93,"['درام', 'کمدی']",2017,['ایالات متحده'],"['اسپانیایی', 'انگلیسی']",['Greta Gerwig'],"['Laurie Metcalf', 'Saoirse Ronan', 'Tracy Letts']",این فیلم داستان خانواده ای را روایت میکند که پدر خانواده یعنی لری مک فرسون پرستاری است که از شغلش اخراج شده است و به این دلیل ماد خانواده یعنی کریستین مک پرسون معروف به لیدی برد(با بازی Saoirse Ronan) مجبور است به سختی کار کند تا بتواند هزینه های زندگیشان را تامین کند. این فیلم در سال 2002 و در ایالت کالیفرنیا، شهر ساکرامنتو رخ میدهد، که اقتصاد آمریکا در سال 2002 دچار تحولات بساری میشود و این نیز برای بدتر شدن وضعیت این خانواده میشود.
Lady Chatterley 2006,https://www.imdb.com/title/tt0459880,6.7,80,"['درام', 'عاشقانه']",2006,"['بلژیک', 'فرانسه']",['فرانسوی'],['Pascale Ferran'],"['Hippolyte Girardot', ""Jean-Louis Coulloc'h"", 'Marina Hands']",اقتباسی فرانسوی از نسخه دوم (و بسیار کمتر شناخته شده) داستان اروتیک D.H. Lawrence.
Lady Driver 2020,https://www.imdb.com/title/tt7562334,5.9,,['ورزشی'],2020,['ایالات متحده'],['انگلیسی'],['Shaun Paul Piccinino'],"['Christina Moore', 'Grace Van Dien', 'Sean Patrick Flanery']",هنگامی که یک نوجوان سرکش سفر تابستانی انفرادی خود را آغاز می کند تا با ریشه های خود ارتباط برقرار کند ، خود را در دنیایی جدید می بیند که برای زندگی خود آماده شده است و متوجه می شود که او همیشه در رانندگی خود بوده است.
Lady Vengeance 2005,https://www.imdb.com/title/tt0451094,7.6,75,"['جنایی', 'درام', 'هیجان انگیز']",2005,['کره جنوبی'],"['انگلیسی', 'ژاپنی', 'کره ای']",['Park Chan-Wook'],"['Hye-Sook Go', 'Jeong-nam Choi', 'Nam-mi Kang']",زنی پس از سیزده سال زندان بی دلیل و گرفتن فرزندش از او ، به دنبال انتقام از طریق شیوه های وحشیانه ای است.
Lamb 2021,https://www.imdb.com/title/tt9812474,6.6,69,"['ترسناک', 'درام', 'معمایی']",2021,"['ایسلند', 'سوئد', 'لهستان']",['ایسلندی'],['Valdimar Jóhannsson'],"['Björn Hlynur Haraldsson', 'Hilmir Snær Guðnason', 'Noomi Rapace']",یک زوج بدون فرزند، ماریا و اینگوار یک نوزاد مرموز را در مزرعه خود در ایسلند کشف می کنند. دورنمای غیرمنتظره زندگی خانوادگی قبل از اینکه در نهایت آنها را نابود کند، شادی زیادی برای آنها به ارمغان می آورد.
Lannonce faite à Marie 1991,https://www.imdb.com/title/tt0137358,7.1,81,"['درام', 'عاشقانه']",1991,"['فرانسه', 'کانادا']",['فرانسوی'],['Alain Cuny'],"['Alain Cuny', 'Christelle Challab', 'Roberto Benavente']",در قرن پانزدهم، عشق سه جوان که حسادت و سپس جذام از هم جدا شد.
Lara Croft Tomb Raider 2001,https://www.imdb.com/title/tt0146316,5.8,33,"['اکشن', 'فانتزی', 'ماجراجویی']",2001,"['انگلستان', 'ایالات متحده', 'ژاپن']","['انگلیسی', 'خمر مرکزی', 'روسی']",['Simon West'],"['Angelina Jolie', 'Iain Glen', 'Jon Voight']",ماجراجوی بازی های ویدئویی لارا کرافت در فیلمی زنده می شود که در آن با زمان و شریران مسابقه می دهد تا آثار باستانی قدرتمند را بازیابی کند.
Lara Croft Tomb Raider The Cradle of Life 2003,https://www.imdb.com/title/tt0325703,5.5,43,"['اکشن', 'فانتزی', 'ماجراجویی']",2003,"['آلمان', 'ایالات متحده', 'ژاپن']","['انگلیسی', 'سواحیلی', 'ماندارین']",['Jan de Bont'],"['Angelina Jolie', 'Chris Barrie', 'Gerard Butler']",لارا کرافت، ماجراجو، قبل از اینکه یک دانشمند شرور آن را پیدا کند، برای نجات جعبه افسانه‌ای پاندورا، تلاش می‌کند و یک تفنگدار سابق را که به مزدور تبدیل شده بود، استخدام می‌کند تا به او کمک کند.
Last Call for Istanbul 2023,https://www.imdb.com/title/tt23334616,7.2,88,"['درام', 'عاشقانه']",2023,['ترکیه'],['ترکی'],['Gonenc Uyanik'],"['Annie McCain Engman', 'Beren Saat', 'Kivanç Tatlitug']",یک ملاقات تصادفی در فرودگاه، دو فرد متاهل را به شبی فراموش نشدنی پر از هیجان، میل و وسوسه در شهر نیویورک می برد.
Last Chance Harvey 2008,https://www.imdb.com/title/tt1046947,6.6,57,"['درام', 'عاشقانه']",2008,['ایالات متحده'],['انگلیسی'],['Joel Hopkins'],"['Dustin Hoffman', 'Emma Thompson', 'Kathy Baker']",در لندن برای عروسی دخترش، مردی درهم و برهم می بیند که روحیه عاشقانه اش توسط زنی جدید در زندگی اش بالا رفته است.
Last Night in Soho 2021,https://www.imdb.com/title/tt9639470,7.3,67,"['ترسناک', 'درام', 'معمایی']",2021,['انگلستان'],['انگلیسی'],['Edgar Wright'],"['Anya Taylor-Joy', 'Matt Smith', 'Thomasin McKenzie']",یک طراح مد مشتاق به طور مرموزی می تواند وارد دهه 1960 شود، جایی که با یک خواننده عجیب و غریب روبرو می شود. اما زرق و برق آن چیزی نیست که به نظر می رسد و رویاهای گذشته شروع به شکستن می کنند و به چیزی تبدیل می شوند.
Last Seen Alive 2022,https://www.imdb.com/title/tt15004136,5.6,81,"['اکشن', 'معمایی', 'هیجان انگیز']",2022,['ایالات متحده'],['انگلیسی'],['Brian Goodman'],"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby']",«تعقیب» با بازی جرارد باتلر در نقش مردی که همسر سابقش به‌زودی در یک پمپ بنزین ناپدید می‌شود. این فیلم در حالی که از دست مقامات در مسابقه ای با زمان برای یافتن او فرار می کند، به درون شکم جنایتکار شهر می پردازد.
Last Summer 2023,https://www.imdb.com/title/tt14550346,6.6,61,"['درام', 'هیجان انگیز']",2023,"['فرانسه', 'نروژ']",['فرانسوی'],['Catherine Breillat'],"['Léa Drucker', 'Olivier Rabourdin', 'Samuel Kircher']",آن را دنبال می کند، یک وکیل باهوش که با همسرش پیر و دخترانشان زندگی می کند. آن به تدریج وارد یک رابطه پرشور با تئو، پسر پیر از ازدواج قبلی می‌شود و زندگی حرفه‌ای و خانوادگی خود را درگیر می‌کند...
Last Tango in Paris 1972,https://www.imdb.com/title/tt0070849,7.0,77,"['درام', 'عاشقانه']",1972,"['ایتالیا', 'فرانسه']",['انگلیسی فرانسوی'],['Bernardo Bertolucci'],"['Maria Michi', 'Maria Schneider', 'Marlon Brando']",یک زن جوان پاریسی با یک تاجر میانسال آمریکایی ملاقات می کند که می خواهد رابطه مخفیانه آنها فقط بر اساس رابطه جنسی باشد.
Lazarat 2019,https://www.imdb.com/title/tt5524630,5.1,,"['اکشن', 'جنایی', 'هیجان انگیز']",2019,['ایالات متحده'],['انگلیسی'],['William Kaufman'],"['Armand Assante', 'Louis Mandylor', 'Ravshana Kurkova']",در یک شهر آلبانیایی که به تولید و قاچاق مواد مخدر معروف است، یک گروه نخبه از پلیس برای پایان دادن به جنگ علیه پلیس محلی به راه افتادند.
Leave No Traces 2021,https://www.imdb.com/title/tt13473548,7.1,81,['درام'],2021,"['جمهوری چک', 'فرانسه', 'لهستان']",['لهستانی'],['Jan P. Matuszynski'],"['Jacek Braciak', 'Sandra Korzeniak', 'Tomasz Zietek']",در سال 1983، لهستان کمونیست با پرونده دانش آموز دبیرستانی گرژگورز پرزمیک که توسط پلیس تا حد مرگ مورد ضرب و شتم قرار گرفت، تکان می خورد. تنها شاهد ضرب و شتم دشمن شماره یک دولت می شود.
Leave the World Behind 2023,https://www.imdb.com/title/tt12747748,7.2,,"['درام', 'هیجان انگیز']",2023,['ایالات متحده'],['انگلیسی'],['Sam Esmail'],"['Ethan Hawke', 'Julia Roberts', 'Mahershala Ali']",فرار یک خانواده به یک خانه اجاره ای مجلل زمانی که یک حمله سایبری دستگاه های آنها را خراب می کند و دو غریبه جلوی در خانه آنها ظاهر می شوند، تغییر بدی پیدا می کند.
Leclisse 1962,https://www.imdb.com/title/tt0056736,7.8,,"['درام', 'عاشقانه']",1962,"['ایتالیا', 'فرانسه']","['انگلیسی', 'ایتالیایی']",['Michelangelo Antonioni'],"['Alain Delon', 'Francisco Rabal', 'Monica Vitti']",یک زن جوان با یک مرد جوان حیاتی آشنا می شود، اما رابطه عاشقانه آنها به دلیل ماهیت مادی مرد محکوم به فنا می شود.
Legion 2010,https://www.imdb.com/title/tt1038686,5.3,32,"['اکشن', 'ترسناک', 'فانتزی']",2010,['ایالات متحده'],['انگلیسی'],['Scott Stewart'],"['Charles S. Dutton', 'Dennis Quaid', 'Paul Bettany']",هنگامی که گروهی از غریبه ها در یک غذاخوری گرد و خاکی کنار جاده مورد حمله نیروهای اهریمنی قرار می گیرند، تنها شانس آنها برای زنده ماندن با فرشته ای به نام مایکل است که به یک پیشخدمت باردار اطلاع می دهد که فرزند متولد نشده اش آخرین فرزند بشریت است...
Legion of SuperHeroes 2022,https://www.imdb.com/title/tt22769820,5.7,88,"['اکشن', 'انیمیشن', 'علمی-تخیلی']",2022,[],['انگلیسی'],['Jeff Wamester'],"['Cynthia Hamidi', 'Darren Criss', 'Harry Shum Jr.', 'Jensen Ackles', 'Matt Bomer', 'Meg Donnelly']",کارا، که از دست دادن کریپتون ویران شده، تلاش می کند تا زندگی جدید خود را روی زمین تنظیم کند. سوپرمن او را راهنمایی می کند. در همین حال، او باید با یک گروه مرموز به نام دایره تاریک که به دنبال یک سلاح قدرتمند در آکادمی است، مبارزه کند...
Lego Marvel Avengers Code Red 2023,https://www.imdb.com/title/tt28477867,7.2,88,"['اکشن', 'انیمیشن', 'ماجراجویی']",2023,['ایالات متحده'],['انگلیسی'],[],"['James Mathis III', 'Laura Bailey', 'Steve Blum']",در دنیای چندگانه ای که توسط فانتوم قرمز مرموز تهدید می شود، Lego Marvel Avengers با همتایان عجیب و غریب متحد می شوند تا هرج و مرج واقعیت را متوقف کنند.
Leilas Brothers 2022,https://www.imdb.com/title/tt19653180,7.5,87,['درام'],2022,['ایران'],['فارسی'],['Saeed Roustayi'],"['Navid Mohammadzadeh', 'Saeed Poursamimi', 'Taraneh Alidoosti']",لیلا در 40 سالگی تمام زندگی خود را صرف مراقبت از پدر و مادر و چهار برادرش کرده است. خانواده ای که در شرایط تحریم ایران مدام در حال دعوا و فشار از بدهی های مختلف هستند. در حالی که برادران او در خیابان ...
Leo 2023,https://www.imdb.com/title/tt5755238,7.2,88,"['انیمیشن', 'خانوادگی', 'کمدی']",2023,"['استرالیا', 'ایالات متحده آمریکا']",['انگلیسی'],"['David Wachtenheim', 'Robert Marianetti', 'Robert Smigel']","['Adam Sandler', 'Bill Burr', 'Cecily Strong']",یک مارمولک 74 ساله به نام لئو و دوست لاک پشتش تصمیم می گیرند از تراریوم کلاس درس مدرسه فلوریدا فرار کنند که دهه ها در آن زندگی می کنند.
Leprechaun Origins 2014,https://www.imdb.com/title/tt2345613,7.2,88,"['ترسناک', 'فانتزی']",2014,['کانادا'],['انگلیسی'],['Zach Lipovsky'],"['Andrew Dunbar', 'Dylan Postl', 'Stephanie Bennett']",به فیلم های قبلی Leprechaun مربوط نمی شود. دو زوج جوان که در ایرلند کوله پشتی می کنند متوجه می شوند که یکی از معروف ترین افسانه های ایرلند یک واقعیت وحشتناک است.
Les Dalton en cavale 1983,https://www.imdb.com/title/tt0085394,6.2,,"['انیمیشن', 'کمدی', 'ماجراجویی']",1983,"['ایالات متحده', 'فرانسه']","['انگلیسی', 'فرانسوی']","['Joseph Barbera', 'Morris', 'William Hanna']","['Jacques Thébault', 'Pierre Trabaud', 'Roger Carel']","سه قسمت از مجموعه متحرک لوک خوش شانس در یک فیلم جمع آوری شده است. Lucky Luke تفنگچی باحال در گروه ""Daltons in the Blizzard"" ، ""Ma Dalton"" و ""The Daltons Redeem thems"" به دنبال گروه Dalton می رود."
Lethal Love Letter 2021,https://www.imdb.com/title/tt13247662,5.1,81,['هیجان انگیز'],2021,['ایالات متحده'],['انگلیسی'],['Jake Helgren'],"['Clare Grant', 'Krystal Ellsworth', 'Rick Malambri']",یک تاجر موفق قبل از اینکه همه چیز را برای همیشه از دست بدهد، باید مشخص کند چه کسی در تلاش است زندگی او را خراب کند.
Lethal Seduction 2015,https://www.imdb.com/title/tt4113114,5.1,,['هیجان انگیز'],2015,['ایالات متحده'],['انگلیسی'],['Nancy Leopardi'],"['Amanda Detmer', 'Caleb Ruminer', 'Dina Meyer']",مارک ، دبیرستانی ، هیچگاه به مادر بیوه اش تنیا بی توجه نبوده است و در حالی که آماده می شود در پاییز به پرینستون برود ، پسر خوبی برای او است. یک روز ، او به یک فروشگاه سخت افزار می رود و در آنجا با یک زن میانسال جذاب آشنا می شود
Leto 2018,https://www.imdb.com/title/tt7342838,7.3,69,"['تاریخی', 'درام', 'موسیقی']",2018,"['روسیه', 'فرانسه']","['انگلیسی', 'روسی']",['Kirill Serebrennikov'],"['Irina Starshenbaum', 'Roman Bilyk']",یک مثلث عشقی حول یک نوازنده راک اند رول، تحت حمایت او و همسرش در دهه 1980 روسیه پدیدار می شود.
Level 16 2018,https://www.imdb.com/title/tt4006302,6.0,46,"['درام', 'علمی-تخیلی', 'هیجان انگیز']",2018,['کانادا'],['انگلیسی'],['Danishka Esterhazy'],"['Celina Martin', 'Katie Douglas', 'Sara Canning']",در یک مدرسه شبانه روزی بسیار منظم ، یک جفت دانش آموز متوجه می شوند که همه چیز آنطور که به نظر می رسد نیست.
Liar  Liar 2021,https://www.imdb.com/title/tt12579926,5.9,,"['عاشقانه', 'کمدی']",2021,['ژاپن'],['ژاپنی'],['Saiji Yakumo'],"['Mayu Hotta', 'Shôko Aida', 'Shunya Itabashi']",دختری با پوشیدن لباس دختر مدرسه ای و ابراز تمایلات عاشقانه ، با برادر پلیبوی خود شوخی می کند و فقط عاشق او می شود.
Liberal Arts 2012,https://www.imdb.com/title/tt1872818,6.7,55,"['درام', 'عاشقانه', 'کمدی']",2012,['ایالات متحده'],['انگلیسی'],['Josh Radnor'],"['Elizabeth Olsen', 'Josh Radnor', 'Zac Efron']",هنگامی که جسی 30 ساله برای جشن بازنشستگی یک استاد به دانشگاه خود برمی گردد، با زیبی، دانشجوی کالج، دل می بندد و با جذابیت قدرتمندی روبرو می شود که بین آنها به وجود می آید.
Lift 2024,https://www.imdb.com/title/tt14371878,7.2,88,"['اکشن', 'جنایی', 'کمدی']",2024,['ایالات متحده'],"['انگلیسی', 'ایتالیایی']",['F. Gary Gray'],"['Gugu Mbatha-Raw', 'Kevin Hart', 'Sam Worthington']",یک دزد اصلی و دوست پسر سابقش را دنبال می کند که با یک پرواز 777 مسافربری 100 میلیون دلار شمش طلا را سرقت می کنند.
Lightyear 2022,https://www.imdb.com/title/tt10298810,6,60,"['اکشن', 'انیمیشن', 'ماجراجویی']",2022,['ایالات متحده'],['انگلیسی'],['Angus MacLane'],"['Chris Evans', 'Keke Palmer', 'Peter Sohn']",در حالی که سال‌ها تلاش می‌کند تا به خانه بازگردد، رنجر محو شده فضایی باز لایت‌یر با ارتشی از روبات‌های بی‌رحم به فرماندهی زورگ روبرو می‌شود که تلاش می‌کنند منبع سوخت او را بدزدند.
Like Crazy 2011,https://www.imdb.com/title/tt1758692,6.6,68,"['درام', 'عاشقانه']",2011,['ایالات متحده'],['انگلیسی'],['Drake Doremus'],"['Anton Yelchin', 'Felicity Jones', 'Jennifer Lawrence']",یک دانشجوی بریتانیایی عاشق یک دانشجوی آمریکایی می شود، اما زمانی که پس از گذراندن ویزای خود از ایالات متحده منع شد، از او جدا می شود.
Limbo 2020,https://www.imdb.com/title/tt9138170,7.2,83,['درام'],2020,['انگلستان'],"['انگلیسی', 'عربی']",['Ben Sharrock'],"['Amir El-Masry', 'Kenneth Collard', 'Sidse Babett Knudsen']",عمر یک نوازنده جوان امیدوار است. او که از خانواده سوری جدا شده است ، در جزیره ای دورافتاده در اسکاتلند گیر کرده و منتظر سرنوشت درخواست پناهندگی اش است.
Limmensità 2022,https://www.imdb.com/title/tt13051724,6.4,72,['درام'],2022,"['ایتالیا', 'فرانسه']",['ایتالیایی'],['Emanuele Crialese'],"['Luana Giuliani', 'Penélope Cruz', 'Vincenzo Amato']",داستان عشق بین کلارا و فرزندانش که در دهه 70 در رم اتفاق می افتد.
Linstinct de mort 2008,https://www.imdb.com/title/tt1259014,7.5,71,"['اکشن', 'جنایی', 'زندگی نامه']",2008,"['ایتالیا', 'فرانسه', 'کانادا']","['انگلیسی', 'عربی', 'فرانسوی']",['Jean-François Richet'],"['Cécile de France', 'Gérard Depardieu', 'Vincent Cassel']",داستان گانگستر بدنام فرانسوی ژاک مسرین ، با تمرکز بر زندگی او قبل از اوایل دهه 1970 و رویدادهایی که منجر به اعلام دشمن شماره 1 او در فرانسه شد.
Listen Up Philip 2014,https://www.imdb.com/title/tt3093546,6.3,76,"['درام', 'کمدی']",2014,"['ایالات متحده', 'یونان']",['انگلیسی فرانسوی'],['Alex Ross Perry'],"['Elisabeth Moss', 'Jason Schwartzman', 'Jonathan Pryce']",هنگامی که یک رمان نویس خود شیفته (جیسون شوارتزمن) با رمان خود و دوست دخترش (الیزابت ماس) مشکل پیدا می کند، به کلبه مربی خود پناه می برد، جایی که آرامش و سکوت به او اجازه می دهد تا روی موضوع مورد علاقه اش - او - تمرکز کند...
Little 2019,https://www.imdb.com/title/tt8085790,5.5,49,"['عاشقانه', 'فانتزی', 'کمدی']",2019,['ایالات متحده'],['انگلیسی'],[],"['Issa Rae', 'Marsai Martin', 'Regina Hall']",یک زن در مقطعی از زندگی که فشارهای دوران بزرگسالی بیش از حد تحمل می شود، به خود جوانتر تبدیل می شود.
Little Ashes 2008,https://www.imdb.com/title/tt1104083,6.4,41,"['درام', 'زندگی نامه', 'عاشقانه']",2008,"['اسپانیا', 'انگلستان']","['اسپانیایی', 'انگلیسی']",['Paul Morrison'],"['Javier Beltrán', 'Matthew McNulty', 'Robert Pattinson']",شرح حال زمانی که سالوادور دالی با فدریکو گارسیا لورکا و لوئیس بوئول آشنا می شود و آنها را وارد دوران جنگ داخلی کشورشان می کند.
Little Big Mouth 2021,https://www.imdb.com/title/tt14537540,6.9,,['کمدی'],2021,['آفریقای جنوبی'],['انگلیسی'],"['Gray Hofmeyr', 'Ziggy Hofmeyr']","['Amanda Du-Pont', 'Charlie Bouguenon', 'James Borthwick']","یک گیتاریست بازیگوش پس از اینکه از گروهش اخراج می‌شود به یک کتاب‌فروش و خانواده‌اش پناه می‌آورد و تصمیم می‌گیرند که با یکدیگر گروه موسیقی تشکیل دهند و ...

"
Little Bone Lodge 2023,https://www.imdb.com/title/tt19858164,7.9,88,"['ترسناک', 'جنایی', 'هیجان انگیز']",2023,['انگلستان'],['انگلیسی'],['Matthias Hoene'],"['Joely Richardson', 'Neil Linpow', 'Sadie Soverall']",در طول یک طوفان بسیار شریر، دو برادر جنایتکار در حال فرار به یک خانه مزرعه متروک پناه می برند. با به اسارت گرفتن خانواده ساکن، آنها متوجه می شوند که خانه اسرار تاریک خود را دارد.
Little Boy 2015,https://www.imdb.com/title/tt1810683,7.3,30,"['تاریخی', 'جنگی', 'درام']",2015,"['ایالات متحده آمریکا', 'مکزیک']",['انگلیسی'],['Alejandro Monteverde'],"['David Henrie', 'Emily Watson', 'Jakob Salvati']",یک پسر هشت ساله حاضر است برای پایان دادن به جنگ جهانی دوم هر کاری که لازم است انجام دهد تا بتواند پدرش را به خانه بیاورد. داستان عشق وصف ناپذیر یک پدر به پسر کوچکش و عشق پسر به پدرش را آشکار می کند.
Little Children 2006,https://www.imdb.com/title/tt0404203,7.5,75,"['درام', 'عاشقانه']",2006,['ایالات متحده'],['انگلیسی'],['Todd Field'],"['Jennifer Connelly', 'Kate Winslet', 'Patrick Wilson']",زندگی دو همسر عاشق از ازدواج های جداگانه ، یک مجرم جنسی ثبت شده و یک افسر پلیس سابق رسوا شده در حالی که برای مقاومت در برابر آسیب پذیری ها و وسوسه های خود در حومه ماساچوست تلاش می کنند.
Little Dead Rotting Hood 2016,https://www.imdb.com/title/tt5113086,3.6,,['ترسناک'],2016,['ایالات متحده'],['انگلیسی'],['Jared Cohn'],"['Bianca A. Santos', 'Eric Balfour', 'Romeo Miller']",ساکنان یک شهر کوچک متوجه می شوند که چیزی شوم تر از گرگ های قاتل در جنگل کمین کرده است: ابتدا گرگ ها شروع به مردن می کنند ... سپس مردم.
